"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude";"Lang"
"Présentation du package #rAmCharts pour ""tuner"" ses graphs #RR2016 #pimpmygraph #dataviz https://t.co/zXDzJszdPV";FALSE;3;NA;2016-06-24 07:11:12;FALSE;NA;"746239233422041088";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Tayfeun";1;FALSE;FALSE;NA;NA;"FR"
"RT @Lionning13: Dernier jour avec du monde pour la session visualisation #RR2016 #rstats https://t.co/mn2jzY5kPU";FALSE;0;NA;2016-06-24 07:10:21;FALSE;NA;"746239019671904256";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"andreamrau";1;TRUE;FALSE;NA;NA;"FR"
"RT @alinedeschamps: Dernière journée aux rencontres R Toulouse : c'est parti ! #RR2016 #rstats https://t.co/IWTS1g9wTI";FALSE;0;NA;2016-06-24 07:10:18;FALSE;NA;"746239007927869440";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"andreamrau";1;TRUE;FALSE;NA;NA;"FR"
"Dernier jour avec du monde pour la session visualisation #RR2016 #rstats https://t.co/mn2jzY5kPU";FALSE;3;NA;2016-06-24 07:00:45;FALSE;NA;"746236605782859776";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Lionning13";1;FALSE;FALSE;NA;NA;"FR"
"Dernière journée aux rencontres R Toulouse : c'est parti ! #RR2016 #rstats https://t.co/IWTS1g9wTI";FALSE;0;NA;2016-06-24 06:59:42;FALSE;NA;"746236339943682048";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"alinedeschamps";1;FALSE;FALSE;NA;NA;"FR"
"RT @thinkR_fr: Utiliser #rstats en entreprise, migrer depuis un outil payant et maintenir : la table ronde #entreprise aux #RR2016 https://…";FALSE;0;NA;2016-06-24 05:26:48;FALSE;NA;"746212962336006144";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Natty_V2";2;TRUE;FALSE;NA;NA;"FR"
"RT @alykisdata: La session #BigData des #RR2016 a du succès! https://t.co/AtnHHIIDHg";FALSE;0;NA;2016-06-24 00:24:41;FALSE;NA;"746136932015611905";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"_rgenuer_";7;TRUE;FALSE;NA;NA;"FR"
"RT @fbrunACTA: Formation Synthétiser connaissances en agriculture avec R, 5-7 sept 2016 à Montpellier @acta_asso  https://t.co/eHWgwthSc7 #…";FALSE;0;NA;2016-06-23 21:13:40;FALSE;NA;"746088858144620544";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"ACTA_asso";4;TRUE;FALSE;NA;NA;"FR"
"RT @fbrunACTA: Formation Synthétiser connaissances en agriculture avec R, 5-7 sept 2016 à Montpellier @acta_asso  https://t.co/eHWgwthSc7 #…";FALSE;0;NA;2016-06-23 21:09:48;FALSE;NA;"746087887922409476";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"marieSCP";4;TRUE;FALSE;NA;NA;"FR"
"RT @Natty_V2: Présentation de Sylvain Coppere, Keyrus à #RR2016 #rstats : R skills are a must have! https://t.co/pbkZVSAv66";FALSE;0;NA;2016-06-23 20:40:56;FALSE;NA;"746080623631155201";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"BouyssieM";2;TRUE;FALSE;NA;NA;"FR"
"RT @Lionning13: Pour celles et ceux qui veulent les slides du super tutoriel R2D² d'hier :
https://t.co/2R9rI2YG4J
#RR2016 #rstats";FALSE;0;NA;2016-06-23 20:29:37;FALSE;NA;"746077775732346881";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"ChrysGalissie";7;TRUE;FALSE;NA;NA;"FR"
"RT @alykisdata: La session #BigData des #RR2016 a du succès! https://t.co/AtnHHIIDHg";FALSE;0;NA;2016-06-23 19:24:26;FALSE;NA;"746061368760143873";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"LionelOwono";7;TRUE;FALSE;NA;NA;"FR"
